target_id,target_label,anchor_field,brand,store_id,store_name,address,city,state,postal_code,latitude,longitude,source,source_date,license_status
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,f2d52103-be68-466e-8b65-f971c87fe085,Amitayus Kadampa Buddhist Center,1102 Pine St,Philadelphia,PA,19107,39.94476318359375,-75.1601333618164,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,528bd26a-e58b-4f93-8231-9398f4625999,Ankle & Foot Medical Centers of the Delaware Valley,829 Spruce St,Philadelphia,PA,19107-5752,39.94599151611328,-75.1559066772461,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,92d6ed67-9bfc-4ab8-96fd-1a5270e5e90a,Aramark Innovation Center,100 S Juniper St,Philadelphia,PA,19107-1316,39.951499938964844,-75.16222381591797,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,9717d939-b34f-4aa6-8203-67d8443063d8,Arch Acupuncture Health Center,931 Arch St,Philadelphia,PA,19107-2432,39.9537353515625,-75.15606689453125,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,52cf7155-180a-48e1-9f9c-a8b24563625f,Art of Smile - Center For Cosmetic Orthodontics,1901 Christian St,Philadelphia,PA,19146,39.95576858520508,-75.1770248413086,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Village,48462056-3157-443e-b2bf-c9af0c01d50f,Artist Village Associates,700 S 17th St,Philadelphia,PA,19146,39.94328689575195,-75.1707763671875,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,8170fe6a-5f1c-4756-9ab3-1859a8afd758,Atlantic Center For Capital,1315 Walnut St,Philadelphia,PA,19107-4700,39.94960021972656,-75.16288757324219,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,1e21d139-1415-4132-ae44-fa2b147083ea,Atria Center City,150 N 20th St,Philadelphia,PA,19103-1456,39.957054138183594,-75.17269134521484,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Mall,c4cec72e-b83b-4cff-9e8d-638499e1b6fa,Autopark at Independence Mall,41 North 6th Street,Philadelphia,PA,19106,39.95438766479492,-75.14527130126953,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,b0346307-8aa9-4b38-88ed-98638271c7c9,BNY Mellon Center,1735 Market St,Philadelphia,PA,19103-7500,39.953792572021484,-75.16950225830078,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,f16473b7-3078-4ba4-a0a8-c6b21dd971e1,Balance Chiropractic Health Center,112 S 20th St,Philadelphia,PA,19103-4452,39.9515266418457,-75.17369079589844,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,56cf479a-7e50-4fcd-a6f3-98925d3bd57c,Bank of America Financial Center,920 South St,Philadelphia,PA,19147,39.9423942565918,-75.15778350830078,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,afdd8286-a86d-49f2-82d7-387ec83c1842,Bank of America Financial Center,545 N Broad St Ste 101,Philadelphia,PA,19123,39.96307373046875,-75.16128540039062,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,bf27c854-10a0-4e2e-a487-861c03f4bb34,Bank of America Financial Center,1818 Market St,Philadelphia,PA,19103,39.953125,-75.17122650146484,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,54713fae-1c0e-4b7f-94b5-0e1165563498,Beacon Center For Children Inc,2125 Chestnut St,Philadelphia,PA,19103,39.952754974365234,-75.17644500732422,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,0f456b0e-d55a-4e3e-ae6c-4279e9529bcb,Beaudee Lash Bar Center City,1126 Walnut St,Philadelphia,PA,19107-5883,39.948707580566406,-75.16046905517578,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,a15d39ae-1fbb-468e-9d3d-d64c180acee8,Becker ENT Center,255 S 17th St,Philadelphia,PA,19103-6200,39.94815444946289,-75.16929626464844,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,b22361cd-3935-4cbb-bfae-ce5ac6ab5b00,Beginnings Learning Center,620 S 10th St,Philadelphia,PA,19147-1918,39.94215393066406,-75.15886688232422,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Mall,16154ffa-6d9e-4626-8283-7378a5657552,Bernard W. Smalley Esquire,1710 Spruce St,Philadelphia,PA,19103,39.94764709472656,-75.17012786865234,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,a46c3d21-7ffc-4f34-8795-d6fba1e51660,Better Health Whole Wellness Center,1638 Pine St,Philadelphia,PA,19103-6704,39.945960998535156,-75.16963195800781,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,8c5a84d0-55d4-4114-a172-42b3263d5b3d,Blood Donor Center,111 South 10th Street Suite 1114 (Street Level),Philadelphia,PA,19107,39.95592498779297,-75.15746307373047,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,a2569a48-5c59-4c14-9aea-9c84bcaa8e8a,Bodine Center For Radiation Therapy,111 S 11th St,Philadelphia,PA,19107,39.94945526123047,-75.15852355957031,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,b107d58c-e0d7-4eaa-9115-1cc6d83069e8,Brodsky Center,128 N Broad St,Philadelphia,PA,19102-1424,39.95547866821289,-75.16312408447266,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,79eb47cf-a03c-49ac-8f98-89c6d8659f1e,Bucky Body Center,1915 Sansom St,Philadelphia,PA,19103,39.95127868652344,-75.17301940917969,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,13cb43ac-2b53-4442-a954-f32ed9a4821b,Buenos Aires Counseling Center,2400 Chestnut St,Philadelphia,PA,19103-4313,39.95243453979492,-75.1796646118164,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,4d306e35-ed9c-48d1-8ca6-e1c213b3ae54,Buenos Aires Counseling Center of Philadelphia,2400 Chestnut St,Philadelphia,PA,19103,39.95012283325195,-75.15509033203125,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,2a0f35d8-00f7-4636-8271-fd4ba97aec42,Business Resource and Innovation Center,1901 Vine St,Philadelphia,PA,19103-1187,39.959251403808594,-75.17082977294922,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,d0c4f774-5796-48f1-b3f1-24d9894c42e5,Busy Bees Learning Center,601 Walnut St,Philadelphia,PA,19106,39.947872161865234,-75.15186309814453,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,fd53e3a5-78ad-43d0-9152-a2fed63f05a9,Busybee Homestore & Design Center,734 South St,Philadelphia,PA,19147,39.942359924316406,-75.155029296875,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,4ad7cf72-8ae2-4179-9184-1ea085996ef0,CKO Kickboxing Center City,1616 Walnut St Ste B2,Philadelphia,PA,19103,39.94966506958008,-75.16841888427734,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,f9a853bf-3803-4de8-8a3c-183352192f6e,CKO Kickboxing Center City,1616 Walnut Street,philadelphia,PA,19103,39.95263671875,-75.15414428710938,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail District,058604ce-d099-4815-845f-89d147d38710,CWA District 2-13,230 S Broad St,Philadelphia,PA,19102-4100,39.948429107666016,-75.16508483886719,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail District,6e660d97-6966-4fe1-9cca-da08e551fa42,Callowhill Industrial Historic District,PA-611,Philadelphia,PA,19130,39.959747314453125,-75.16192626953125,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,0f5c5a23-ecf8-4356-9271-a6e29f8fdcdb,Camac Center,Camac Streets,Philadelphia,PA,19107,39.948829650878906,-75.16146850585938,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,16ad2427-344f-4310-8874-376b202e3a52,Cambria Hotel Philadelphia Downtown - Center City,219 S Broad St,Philadelphia,PA,19107,39.94854736328125,-75.16419982910156,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,2159d2f4-726c-4a53-97b8-7822f79fe5d2,Canopy by Hilton Philadelphia Center City,1180 Ludlow St,Philadelphia,PA,19107-4222,39.95103073120117,-75.1598892211914,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,bc05720a-ec10-4c1b-b290-ed526b934514,Caplan Center For The Performing Arts,"211 S Broad St # 16  Fl 17",Philadelphia,PA,19107-5324,39.9495735168457,-75.16901397705078,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,132ba025-36fd-4cc7-b309-d16523796c93,Cbd Kratom City Center West,212 S 17th St,Philadelphia,PA,19103-6303,39.9410514831543,-75.14615631103516,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,7480bea1-a2b0-46a2-9e95-b6c226e98cbf,Center / Architecture + Design,1218 Arch St,Philadelphia,PA,19107,39.95403289794922,-75.16047668457031,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,afa9a520-1aa5-43ef-a791-809a5665992f,Center City (Rittenhouse),2000 Sansom Street,Philadelphia,PA,19103,39.951133728027344,-75.1738510131836,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,ad38ca44-c5b4-44da-a73b-62a3b93dacae,Center City Business Association,1515 Market St,Philadelphia,PA,19102-1900,39.95283508300781,-75.1659164428711,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,bf1d6f58-1236-411b-a8df-f171be09a3cc,Center City Cleanse,1740 South St,Philadelphia,PA,19146-1511,39.944244384765625,-75.1717300415039,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,d4272030-a321-4085-83b1-fd963203d3f3,Center City Coaching & Consulting,1616 Walnut St Ste 1610,Philadelphia,PA,19103,39.9495849609375,-75.16848754882812,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,d4f54896-46ec-447c-9ab0-ebb7889a752b,Center City Community Mikvah Mei Shalva,509 Pine St,Philadelphia,PA,19106-4110,39.943939208984375,-75.1507339477539,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,55881c78-4723-421d-96a7-4c92001bccce,Center City Condominiums,210 W Rittenhouse Sq,Philadelphia,PA,19103-3802,39.95002365112305,-75.17347717285156,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,c410f3a4-d316-4e22-9da5-2d7b51ddf9f6,Center City Condos,530 Walnut St,Philadelphia,PA,19106,39.94751739501953,-75.15092468261719,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,7898e771-9ad7-4052-a6cc-671218a329f2,Center City Crime Victim Services,1315 Walnut St Ste 320,Philadelphia,PA,19107,39.949214935302734,-75.16275024414062,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,7d0394c3-58d8-4560-9ceb-380f4e224953,Center City Dermatology,1500 Walnut St,Philadelphia,PA,19102,39.9495964050293,-75.16625213623047,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,97c37832-d64c-423e-ab6a-68202f2c1226,Center City Dermatology,1500 Walnut St,Philadelphia,PA,19102-3500,39.94927215576172,-75.16609191894531,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail District,b7b39300-669e-4bfe-9bb7-9627341b6aff,Center City District,100 S Broad St,Philadelphia,PA,19110-1000,39.95081329345703,-75.1641616821289,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,406a3764-ec12-4472-a6d2-d64e94d46974,Center City Emergency Dentist,1429 Walnut St 6th Fl,Philadelphia,PA,19102,39.949501037597656,-75.16551208496094,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,feaa72e5-0afa-4288-b374-680f0ad7cd49,Center City Engraving & Awards,1220 Walnut St,Philadelphia,PA,19107,39.94900894165039,-75.16148376464844,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,04c559bb-73c2-4c6a-baab-baeebc580fd7,Center City Escape Room,1425 Arch St,Philadelphia,PA,19102,39.95487976074219,-75.16417694091797,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,b1c9ba37-20c7-4d6b-98ec-0098e49c87af,Center City Film & Video,1701 John F Kennedy Blvd,Philadelphia,PA,19103-2838,39.953277587890625,-75.16817474365234,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,adcf13a4-d5c0-4136-9204-de18e8c0a8ff,Center City GROUP,113 S 19th St,Philadelphia,PA,19103-4905,39.95143508911133,-75.1722183227539,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,5cf3f369-f31f-43c5-b291-b251d40913c7,Center City Gourmet,1730 Chestnut St,Philadelphia,PA,19103,39.95135498046875,-75.16967010498047,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,789e452a-26b2-49b3-889c-024b2b3b8a4f,Center City Hearing,1015 Chestnut St,Philadelphia,PA,19107-4300,39.95027160644531,-75.15750122070312,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,3fdc0a4d-f7cf-42bb-b913-6b65eccc1c81,Center City Hypnosis,1420 Walnut St,Philadelphia,PA,19102-4000,39.94911193847656,-75.16534423828125,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,e653f5e4-e1da-464c-bb4a-bc5b8513a4b7,Center City Jewish Preschool,527 Lombard St,Philadelphia,PA,19147-1414,39.943023681640625,-75.15129089355469,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,d9240c4f-fa9c-4309-910c-de5370d70d35,Center City Karate,1831 Brandywine St,Philadelphia,PA,19130-3901,39.964202880859375,-75.16876220703125,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,0ee3af19-47b1-46cd-b54f-f8cff5c4d59c,Center City Medical Center,1420 Walnut St,Philadelphia,PA,19102-4000,39.94942092895508,-75.16548156738281,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,688881ad-1ce6-43f8-89a7-01ccbd6029ce,Center City Metals,727 Sansom St Bsmt,Philadelphia,PA,19106-4712,39.948974609375,-75.15352630615234,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,85ac14d1-fb7d-46cb-a415-b71f4aef8cc1,Center City Mosque,1328 Walnut St,Philadelphia,PA,19107-5311,39.94901657104492,-75.16339111328125,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,e013f77d-9668-423c-b11d-77015aaf07ea,Center City Neuropsychology,1518 Walnut St,Philadelphia,PA,19102,39.949405670166016,-75.16685485839844,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,85d1d5eb-dd3b-42a9-8164-a9cb859d7bf3,Center City Notary & Apostille,100 S Broad St,Philadelphia,PA,19110-1000,39.95037078857422,-75.16429901123047,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,6457e541-dc96-4981-8a68-6cc61b3e9d1a,Center City One,1326 Spruce St,Philadelphia,PA,19107-5802,39.946807861328125,-75.163818359375,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,30e04fca-8daa-4b6c-9a0b-2e204f3dcc2e,Center City Oral & Maxillofacial Surgery,1740 South St,Philadelphia,PA,19146-1511,39.94420623779297,-75.1718521118164,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,d6b0cfe0-dcef-44ff-aef6-cbebaa444b85,Center City Orthodontics,1352 South St,Philadelphia,PA,19147-1858,39.943443298339844,-75.16496276855469,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,5d4a5c07-d0fa-4b1d-84b1-79fde999fca4,Center City Orthopedics & Therapy PC,1520 Locust St 8th Floor,Philadelphia,PA,19102,39.94854736328125,-75.16710662841797,Overture Places 2026-07-22.0,2026-07-22,open
center-city-market-east,Center City / Market East field,dense_northeast_rail_civic_retail_field,Retail Center,2b30bfcc-6727-4a5a-a2fc-f53c9ebfd44e,Center City PA,1625 Chestnut Street,Philadelphia,PA,19103,39.95185470581055,-75.16795349121094,Overture Places 2026-07-22.0,2026-07-22,open
