metro,Atlanta-Sandy Springs-Roswell GA
total_stores,363

brand,stores
Advance Auto Parts,122
AutoZone,124
NAPA Auto Parts,12
O'Reilly Auto Parts,105

county_geoid,county_name,leader,leader_stores,total_stores,status
13013,Barrow County,Advance Auto Parts,2,6,contested
13015,Bartow County,Advance Auto Parts,4,9,contested
13035,Butts County,Advance Auto Parts,1,3,contested
13045,Carroll County,AutoZone,5,10,contested
13057,Cherokee County,Advance Auto Parts,6,16,contested
13063,Clayton County,O'Reilly Auto Parts,7,17,contested
13067,Cobb County,Advance Auto Parts,18,51,contested
13077,Coweta County,AutoZone,4,11,contested
13085,Dawson County,AutoZone,2,4,contested
13089,DeKalb County,AutoZone,17,44,contested
13097,Douglas County,Advance Auto Parts,4,11,contested
13113,Fayette County,AutoZone,4,8,contested
13117,Forsyth County,Advance Auto Parts,4,11,contested
13121,Fulton County,AutoZone,17,41,contested
13135,Gwinnett County,Advance Auto Parts,21,54,contested
13143,Haralson County,Advance Auto Parts,2,3,dominant
13151,Henry County,AutoZone,7,20,contested
13187,Lumpkin County,Advance Auto Parts,1,2,contested
13199,Meriwether County,Advance Auto Parts,1,2,contested
13211,Morgan County,Advance Auto Parts,1,3,contested
13217,Newton County,Advance Auto Parts,2,5,contested
13223,Paulding County,AutoZone,4,9,contested
13227,Pickens County,AutoZone,1,2,contested
13247,Rockdale County,O'Reilly Auto Parts,3,7,contested
13255,Spalding County,Advance Auto Parts,2,6,contested
13297,Walton County,Advance Auto Parts,2,8,contested

brand,store_id,city,county_name,nearest_brand,nearest_store_id,nearest_city,nearest_county_name,distance_miles
O'Reilly Auto Parts,54f95147-929e-4ef0-801e-e06c4447498c,Cartersville,Bartow County,Advance Auto Parts,b201c2b8-b29f-47b8-ad5a-697567ee9c32,Cartersville,Bartow County,0.05
Advance Auto Parts,b201c2b8-b29f-47b8-ad5a-697567ee9c32,Cartersville,Bartow County,O'Reilly Auto Parts,54f95147-929e-4ef0-801e-e06c4447498c,Cartersville,Bartow County,0.05
Advance Auto Parts,81443b42-741d-4d98-a366-22cb1ccc7adf,Douglasville,Douglas County,O'Reilly Auto Parts,a5e68e5a-71c6-4663-8c2c-41f028a31f68,Douglasville,Douglas County,0.05
O'Reilly Auto Parts,a5e68e5a-71c6-4663-8c2c-41f028a31f68,Douglasville,Douglas County,Advance Auto Parts,81443b42-741d-4d98-a366-22cb1ccc7adf,Douglasville,Douglas County,0.05
Advance Auto Parts,3cd62d83-b483-4e57-aadf-9aa2775a91d8,Decatur,DeKalb County,O'Reilly Auto Parts,64610e84-38ed-4e4e-ac02-9a82e569020a,Decatur,DeKalb County,0.06
O'Reilly Auto Parts,64610e84-38ed-4e4e-ac02-9a82e569020a,Decatur,DeKalb County,Advance Auto Parts,3cd62d83-b483-4e57-aadf-9aa2775a91d8,Decatur,DeKalb County,0.06
O'Reilly Auto Parts,ca45fcf1-5ec5-4880-9035-1ebc9344af44,Lawrenceville,Gwinnett County,AutoZone,d4f83172-c1b3-4e22-bad7-f79840705682,Lawrenceville,Gwinnett County,0.06
AutoZone,d4f83172-c1b3-4e22-bad7-f79840705682,Lawrenceville,Gwinnett County,O'Reilly Auto Parts,ca45fcf1-5ec5-4880-9035-1ebc9344af44,Lawrenceville,Gwinnett County,0.06
AutoZone,1476258b-9feb-4489-933e-c54af7831c9a,Marietta,Cobb County,O'Reilly Auto Parts,1f647a67-7bd6-496d-a7d2-12d415132e5c,Marietta,Cobb County,0.06
O'Reilly Auto Parts,1f647a67-7bd6-496d-a7d2-12d415132e5c,Marietta,Cobb County,AutoZone,1476258b-9feb-4489-933e-c54af7831c9a,Marietta,Cobb County,0.06
O'Reilly Auto Parts,5fa2f2ae-1691-49da-a4a4-113c7de7ab51,Monroe,Walton County,Advance Auto Parts,72b56d80-341c-4c1d-8392-89ff041323f0,Monroe,Walton County,0.06
Advance Auto Parts,72b56d80-341c-4c1d-8392-89ff041323f0,Monroe,Walton County,O'Reilly Auto Parts,5fa2f2ae-1691-49da-a4a4-113c7de7ab51,Monroe,Walton County,0.06
AutoZone,3e8cf781-766a-41c5-8bbd-5f4f642fc265,Riverdale,Clayton County,O'Reilly Auto Parts,911b0183-ba2b-4175-9c3a-dc0ccc7ba50c,Riverdale,Clayton County,0.07
O'Reilly Auto Parts,911b0183-ba2b-4175-9c3a-dc0ccc7ba50c,Riverdale,Clayton County,AutoZone,3e8cf781-766a-41c5-8bbd-5f4f642fc265,Riverdale,Clayton County,0.07
AutoZone,38fe61d6-f15b-4825-b02e-1db13f7c9b2c,Jackson,Butts County,Advance Auto Parts,4c3be924-fb8a-4ab4-aff2-c0498a9ae423,Jackson,Butts County,0.07
Advance Auto Parts,4c3be924-fb8a-4ab4-aff2-c0498a9ae423,Jackson,Butts County,AutoZone,38fe61d6-f15b-4825-b02e-1db13f7c9b2c,Jackson,Butts County,0.07
AutoZone,2cd05071-9a5d-455a-9a7f-eca72331a2e7,Cartersville,Bartow County,Advance Auto Parts,dd105a28-c0b4-4c1a-a622-680b0aa24718,Cartersville,Bartow County,0.07
Advance Auto Parts,dd105a28-c0b4-4c1a-a622-680b0aa24718,Cartersville,Bartow County,AutoZone,2cd05071-9a5d-455a-9a7f-eca72331a2e7,Cartersville,Bartow County,0.07
AutoZone,8e3baaf6-2726-43a5-a4be-359acb5225a8,Decatur,DeKalb County,O'Reilly Auto Parts,d42cdf39-9894-495c-bde3-aa925a986c7a,Decatur,DeKalb County,0.07
O'Reilly Auto Parts,d42cdf39-9894-495c-bde3-aa925a986c7a,Decatur,DeKalb County,AutoZone,8e3baaf6-2726-43a5-a4be-359acb5225a8,Decatur,DeKalb County,0.07
Advance Auto Parts,df719af3-4563-4913-bf03-4e06fadeb714,Adairsville,Bartow County,AutoZone,e6246aa6-83f9-4c62-afca-83e53067813c,Adairsville,Bartow County,0.08
AutoZone,e6246aa6-83f9-4c62-afca-83e53067813c,Adairsville,Bartow County,Advance Auto Parts,df719af3-4563-4913-bf03-4e06fadeb714,Adairsville,Bartow County,0.08
Advance Auto Parts,64eca453-7ec3-43ea-b7eb-1ed77443f45d,Marietta,Cobb County,AutoZone,99c93eaf-3dcc-4836-97a3-3e16beb3a7e6,Marietta,Cobb County,0.09
AutoZone,99c93eaf-3dcc-4836-97a3-3e16beb3a7e6,Marietta,Cobb County,Advance Auto Parts,64eca453-7ec3-43ea-b7eb-1ed77443f45d,Marietta,Cobb County,0.09
AutoZone,41320898-4d76-4145-986e-5a1b9380386f,Marietta,Cobb County,O'Reilly Auto Parts,84ab6bb1-95f6-4bf8-9639-27c11661e4db,Marietta,Cobb County,0.09
O'Reilly Auto Parts,84ab6bb1-95f6-4bf8-9639-27c11661e4db,Marietta,Cobb County,AutoZone,41320898-4d76-4145-986e-5a1b9380386f,Marietta,Cobb County,0.09
O'Reilly Auto Parts,67843fea-4fa2-4d90-a1fe-7d0f0d4b9b30,Cumming,Forsyth County,Advance Auto Parts,8322488a-50cb-4dd7-a811-be03870a1f43,Cumming,Forsyth County,0.09
Advance Auto Parts,8322488a-50cb-4dd7-a811-be03870a1f43,Cumming,Forsyth County,O'Reilly Auto Parts,67843fea-4fa2-4d90-a1fe-7d0f0d4b9b30,Cumming,Forsyth County,0.09
O'Reilly Auto Parts,480455b5-539e-418e-a8c0-b3dc075d3927,Norcross,Gwinnett County,AutoZone,ad01f506-c3cb-47b0-bec4-f8e34150b4cb,Norcross,Gwinnett County,0.09
AutoZone,ad01f506-c3cb-47b0-bec4-f8e34150b4cb,Norcross,Gwinnett County,O'Reilly Auto Parts,480455b5-539e-418e-a8c0-b3dc075d3927,Norcross,Gwinnett County,0.09
O'Reilly Auto Parts,6149833a-811a-42aa-a792-3462a5b4ef79,Buford,Gwinnett County,Advance Auto Parts,e86cf694-0f81-4248-aca5-2ab91d8e4e2c,Buford,Gwinnett County,0.10
Advance Auto Parts,e86cf694-0f81-4248-aca5-2ab91d8e4e2c,Buford,Gwinnett County,O'Reilly Auto Parts,6149833a-811a-42aa-a792-3462a5b4ef79,Buford,Gwinnett County,0.10
AutoZone,9dff5c0f-d003-46e2-8583-57b24d7adf14,Newnan,Coweta County,O'Reilly Auto Parts,b0ef64e4-4d0c-41bb-8f17-efdbd27aa2b8,Newnan,Coweta County,0.11
O'Reilly Auto Parts,b0ef64e4-4d0c-41bb-8f17-efdbd27aa2b8,Newnan,Coweta County,AutoZone,9dff5c0f-d003-46e2-8583-57b24d7adf14,Newnan,Coweta County,0.11
O'Reilly Auto Parts,34ee17aa-c9df-45ce-8417-63b765531172,Canton,Cherokee County,AutoZone,d098e9fd-58b6-4803-8d80-485c107ccc8f,Canton,Cherokee County,0.11
AutoZone,d098e9fd-58b6-4803-8d80-485c107ccc8f,Canton,Cherokee County,O'Reilly Auto Parts,34ee17aa-c9df-45ce-8417-63b765531172,Canton,Cherokee County,0.11
Advance Auto Parts,233db600-a350-4b88-94a1-2dcf84fe6b6a,Alpharetta,Fulton County,AutoZone,fe3a1e04-6c2d-4aab-8405-eb30a7ef3591,Alpharetta,Fulton County,0.11
AutoZone,fe3a1e04-6c2d-4aab-8405-eb30a7ef3591,Alpharetta,Fulton County,Advance Auto Parts,233db600-a350-4b88-94a1-2dcf84fe6b6a,Alpharetta,Fulton County,0.11
Advance Auto Parts,7cb3c1b9-60b8-46d6-b7a2-9c905a3ff930,Snellville,Gwinnett County,AutoZone,bc8a2c62-e0c5-4882-88e6-96a677965839,Snellville,Gwinnett County,0.12
AutoZone,bc8a2c62-e0c5-4882-88e6-96a677965839,Snellville,Gwinnett County,Advance Auto Parts,7cb3c1b9-60b8-46d6-b7a2-9c905a3ff930,Snellville,Gwinnett County,0.12
O'Reilly Auto Parts,655b8025-0d89-47cf-80a3-40f72f280073,Lithonia,DeKalb County,Advance Auto Parts,a377cc99-98a7-43ed-8536-e30e1c71e60e,Lithonia,DeKalb County,0.12
Advance Auto Parts,a377cc99-98a7-43ed-8536-e30e1c71e60e,Lithonia,DeKalb County,O'Reilly Auto Parts,655b8025-0d89-47cf-80a3-40f72f280073,Lithonia,DeKalb County,0.12
AutoZone,1a8cc18b-d782-4f0a-a15b-a970a2255cb0,Dawsonville,Dawson County,O'Reilly Auto Parts,9b12f9e4-4cde-4298-8382-ac682d1c8126,Dawsonville,Dawson County,0.12
O'Reilly Auto Parts,9b12f9e4-4cde-4298-8382-ac682d1c8126,Dawsonville,Dawson County,AutoZone,1a8cc18b-d782-4f0a-a15b-a970a2255cb0,Dawsonville,Dawson County,0.12
Advance Auto Parts,8b9e7ce7-e46a-4153-b324-5474774ea692,Newnan,Coweta County,O'Reilly Auto Parts,5c8baa39-74c1-475a-a81f-9e07f4f08e98,Newnan,Coweta County,0.12
O'Reilly Auto Parts,8304a5f7-6b9e-4348-acd6-a2d67fb673ab,Doraville,DeKalb County,Advance Auto Parts,a0841ed0-66bb-4aa0-ac00-98f6bef10b19,Doraville,DeKalb County,0.13
Advance Auto Parts,a0841ed0-66bb-4aa0-ac00-98f6bef10b19,Doraville,DeKalb County,O'Reilly Auto Parts,8304a5f7-6b9e-4348-acd6-a2d67fb673ab,Doraville,DeKalb County,0.13
Advance Auto Parts,381c4fb4-0e71-47a4-a2ba-1c51e9ee9b7c,Decatur,DeKalb County,O'Reilly Auto Parts,5b1687ff-6962-4e17-bbc1-cc0bcb514b3e,Decatur,DeKalb County,0.13
O'Reilly Auto Parts,5b1687ff-6962-4e17-bbc1-cc0bcb514b3e,Decatur,DeKalb County,Advance Auto Parts,381c4fb4-0e71-47a4-a2ba-1c51e9ee9b7c,Decatur,DeKalb County,0.13
O'Reilly Auto Parts,0beb196b-ab25-4a33-bf88-89a5d2a5dd35,Covington,Newton County,AutoZone,82b7af1a-312c-4149-8055-fdee3e018f3d,Covington,Newton County,0.13
AutoZone,82b7af1a-312c-4149-8055-fdee3e018f3d,Covington,Newton County,O'Reilly Auto Parts,0beb196b-ab25-4a33-bf88-89a5d2a5dd35,Covington,Newton County,0.13
AutoZone,d49c5398-2549-4c9e-8902-c70889a237aa,Powder Springs,Cobb County,Advance Auto Parts,e084e315-b790-4cf9-bbaa-6fbe71593afc,Powder Springs,Cobb County,0.13
Advance Auto Parts,e084e315-b790-4cf9-bbaa-6fbe71593afc,Powder Springs,Cobb County,AutoZone,d49c5398-2549-4c9e-8902-c70889a237aa,Powder Springs,Cobb County,0.13
NAPA Auto Parts,dfa7b2c7-e9e3-47c1-8fdd-6f9545c9d02b,Jackson,Butts County,Advance Auto Parts,4c3be924-fb8a-4ab4-aff2-c0498a9ae423,Jackson,Butts County,0.13
Advance Auto Parts,bf76f96d-4a4d-4454-8ff2-750603bb29f1,Marietta,Cobb County,O'Reilly Auto Parts,d18e358c-c441-45f5-81ea-ceb9a2879ca9,Marietta,Cobb County,0.14
O'Reilly Auto Parts,d18e358c-c441-45f5-81ea-ceb9a2879ca9,Marietta,Cobb County,Advance Auto Parts,bf76f96d-4a4d-4454-8ff2-750603bb29f1,Marietta,Cobb County,0.14
Advance Auto Parts,73ce061b-77d8-43b9-be24-0d03077f70f9,Lawrenceville,Gwinnett County,AutoZone,d5b3cd68-e47c-4548-b770-ca0c873bd73b,Lawrenceville,Gwinnett County,0.14
AutoZone,d5b3cd68-e47c-4548-b770-ca0c873bd73b,Lawrenceville,Gwinnett County,Advance Auto Parts,73ce061b-77d8-43b9-be24-0d03077f70f9,Lawrenceville,Gwinnett County,0.14
AutoZone,147a9597-0b45-4c9d-b38e-1e18072264e5,Norcross,Gwinnett County,O'Reilly Auto Parts,e8c83d51-ea52-4141-afc7-68777be0dab8,Norcross,Gwinnett County,0.14
O'Reilly Auto Parts,e8c83d51-ea52-4141-afc7-68777be0dab8,Norcross,Gwinnett County,AutoZone,147a9597-0b45-4c9d-b38e-1e18072264e5,Norcross,Gwinnett County,0.14
AutoZone,455a4cea-e2db-4b8a-9816-d68eb8f4b2cc,Villa Rica,Carroll County,Advance Auto Parts,6a527c21-7e7f-47a1-992a-f6478139c64a,Villa Rica,Carroll County,0.14
Advance Auto Parts,6a527c21-7e7f-47a1-992a-f6478139c64a,Villa Rica,Carroll County,AutoZone,455a4cea-e2db-4b8a-9816-d68eb8f4b2cc,Villa Rica,Carroll County,0.14
AutoZone,acb3797b-a8da-42f3-ac81-68a5ffd6132e,Acworth,Cobb County,O'Reilly Auto Parts,ea7a0b76-5d25-4ee2-a936-6c26bdc79441,Acworth,Cobb County,0.15
O'Reilly Auto Parts,ea7a0b76-5d25-4ee2-a936-6c26bdc79441,Acworth,Cobb County,AutoZone,acb3797b-a8da-42f3-ac81-68a5ffd6132e,Acworth,Cobb County,0.15
AutoZone,bdb23c0c-1a7d-414d-95ee-9aac7e754a37,Loganville,Walton County,O'Reilly Auto Parts,e0cd50f0-6185-4682-8347-4aadda231f37,Loganville,Walton County,0.15
O'Reilly Auto Parts,e0cd50f0-6185-4682-8347-4aadda231f37,Loganville,Walton County,AutoZone,bdb23c0c-1a7d-414d-95ee-9aac7e754a37,Loganville,Walton County,0.15
AutoZone,1074cdf3-8ee4-4adf-9446-f362670a5eec,Madison,Morgan County,Advance Auto Parts,d20044af-e149-41e4-82e3-8434812dbde4,Madison,Morgan County,0.16
Advance Auto Parts,d20044af-e149-41e4-82e3-8434812dbde4,Madison,Morgan County,AutoZone,1074cdf3-8ee4-4adf-9446-f362670a5eec,Madison,Morgan County,0.16
AutoZone,4147a7aa-34ff-4a4d-8715-656f8845c682,Dahlonega,Lumpkin County,Advance Auto Parts,e9cd8031-88d2-4511-8a30-0cb5308137a3,Dahlonega,Lumpkin County,0.16
Advance Auto Parts,e9cd8031-88d2-4511-8a30-0cb5308137a3,Dahlonega,Lumpkin County,AutoZone,4147a7aa-34ff-4a4d-8715-656f8845c682,Dahlonega,Lumpkin County,0.16
NAPA Auto Parts,47f837e0-6ba6-43d9-9fcd-96184a31f4c6,Suwanee,Gwinnett County,Advance Auto Parts,731fdd21-1cec-49da-a183-8cc0ea699da4,Suwanee,Gwinnett County,0.16
Advance Auto Parts,731fdd21-1cec-49da-a183-8cc0ea699da4,Suwanee,Gwinnett County,NAPA Auto Parts,47f837e0-6ba6-43d9-9fcd-96184a31f4c6,Suwanee,Gwinnett County,0.16
Advance Auto Parts,c05bce5f-caf7-418b-b935-185af8c49556,Palmetto,Fulton County,NAPA Auto Parts,d275ee13-7d0d-4532-a637-4dc9e7b4e8c2,Palmetto,Fulton County,0.17
NAPA Auto Parts,d275ee13-7d0d-4532-a637-4dc9e7b4e8c2,Palmetto,Fulton County,Advance Auto Parts,c05bce5f-caf7-418b-b935-185af8c49556,Palmetto,Fulton County,0.17
O'Reilly Auto Parts,6529ecc5-eeca-413e-a461-b30a0ac7dd0b,Woodstock,Cherokee County,Advance Auto Parts,8d60b2df-d87f-4142-9121-021736a286b5,Canton,Cherokee County,0.17
Advance Auto Parts,8d60b2df-d87f-4142-9121-021736a286b5,Canton,Cherokee County,O'Reilly Auto Parts,6529ecc5-eeca-413e-a461-b30a0ac7dd0b,Woodstock,Cherokee County,0.17
Advance Auto Parts,3645df4c-75d2-4ac8-b157-3d14a856b2f0,Cumming,Forsyth County,O'Reilly Auto Parts,f5acd8d5-cef2-4974-9f67-9303a8b99b6f,Cumming,Forsyth County,0.20
O'Reilly Auto Parts,f5acd8d5-cef2-4974-9f67-9303a8b99b6f,Cumming,Forsyth County,Advance Auto Parts,3645df4c-75d2-4ac8-b157-3d14a856b2f0,Cumming,Forsyth County,0.20
O'Reilly Auto Parts,5332c992-625c-4e27-9367-ad4e88d9fe0a,Marietta,Cobb County,AutoZone,e8859a95-08f6-4141-b3d9-0dfee715c846,Marietta,Cobb County,0.21
AutoZone,e8859a95-08f6-4141-b3d9-0dfee715c846,Marietta,Cobb County,O'Reilly Auto Parts,5332c992-625c-4e27-9367-ad4e88d9fe0a,Marietta,Cobb County,0.21
AutoZone,efaa62e3-123c-46d6-817b-867c2743cac3,Tucker,DeKalb County,O'Reilly Auto Parts,fc6bbb53-a662-4683-8da0-73b362083992,Tucker,DeKalb County,0.22
O'Reilly Auto Parts,fc6bbb53-a662-4683-8da0-73b362083992,Tucker,DeKalb County,AutoZone,efaa62e3-123c-46d6-817b-867c2743cac3,Tucker,DeKalb County,0.22
AutoZone,a870ffac-677b-4e1a-9e86-553c6bc06692,Atlanta,Fulton County,O'Reilly Auto Parts,a9c0106d-3f79-4f6e-a3ad-0f286588fb44,Atlanta,Fulton County,0.22
O'Reilly Auto Parts,a9c0106d-3f79-4f6e-a3ad-0f286588fb44,Atlanta,Fulton County,AutoZone,a870ffac-677b-4e1a-9e86-553c6bc06692,Atlanta,Fulton County,0.22
O'Reilly Auto Parts,00b857c1-6b4a-48d5-9a00-39964d79eb89,Mableton,Cobb County,AutoZone,b5abc7ed-4c7d-4c44-9d7c-38f9387b3564,Mableton,Cobb County,0.22
AutoZone,b5abc7ed-4c7d-4c44-9d7c-38f9387b3564,Mableton,Cobb County,O'Reilly Auto Parts,00b857c1-6b4a-48d5-9a00-39964d79eb89,Mableton,Cobb County,0.22
Advance Auto Parts,70ee8501-e3a3-4ac3-a58c-4cff19c0449d,Acworth,Cherokee County,AutoZone,72e53c31-39bd-4a18-99c0-b0ec8ac0a42f,Acworth,Cherokee County,0.22
AutoZone,72e53c31-39bd-4a18-99c0-b0ec8ac0a42f,Acworth,Cherokee County,Advance Auto Parts,70ee8501-e3a3-4ac3-a58c-4cff19c0449d,Acworth,Cherokee County,0.22
Advance Auto Parts,65bef35b-ea7b-4120-9ea3-f68fae9bb31b,Decatur,DeKalb County,AutoZone,855644e8-3cf0-4f56-9398-05f5fbe9612f,Decatur,DeKalb County,0.23
AutoZone,855644e8-3cf0-4f56-9398-05f5fbe9612f,Decatur,DeKalb County,Advance Auto Parts,65bef35b-ea7b-4120-9ea3-f68fae9bb31b,Decatur,DeKalb County,0.23
O'Reilly Auto Parts,db5939b0-4e57-4238-817c-48636b4e6ea5,McDonough,Henry County,AutoZone,f362e52a-75b1-4aca-858f-5383c5115c3f,McDonough,Henry County,0.23
AutoZone,f362e52a-75b1-4aca-858f-5383c5115c3f,McDonough,Henry County,O'Reilly Auto Parts,db5939b0-4e57-4238-817c-48636b4e6ea5,McDonough,Henry County,0.23
O'Reilly Auto Parts,9de8044c-2e7d-4d86-b668-dc5a4501ff1f,Smyrna,Cobb County,Advance Auto Parts,a09dc342-b68b-4e3b-b567-2b0e8981e375,Smyrna,Cobb County,0.23
Advance Auto Parts,a09dc342-b68b-4e3b-b567-2b0e8981e375,Smyrna,Cobb County,O'Reilly Auto Parts,9de8044c-2e7d-4d86-b668-dc5a4501ff1f,Smyrna,Cobb County,0.23
AutoZone,02186f8d-1f27-45d3-b3de-d3551262dff3,McDonough,Henry County,NAPA Auto Parts,43c50b4e-e0ca-4e57-9090-32910aeab6b5,McDonough,Henry County,0.24
NAPA Auto Parts,43c50b4e-e0ca-4e57-9090-32910aeab6b5,McDonough,Henry County,AutoZone,02186f8d-1f27-45d3-b3de-d3551262dff3,McDonough,Henry County,0.24
O'Reilly Auto Parts,0ae6be22-5bc6-43c3-82e7-142baad7272d,Villa Rica,Carroll County,Advance Auto Parts,6a527c21-7e7f-47a1-992a-f6478139c64a,Villa Rica,Carroll County,0.25
NAPA Auto Parts,3de3f770-2eb7-4b9e-b773-6f0f3ac07c0a,Griffin,Spalding County,AutoZone,46247fd9-8e02-4b5e-b2c5-3d8dcb0b644f,Griffin,Spalding County,0.26
AutoZone,46247fd9-8e02-4b5e-b2c5-3d8dcb0b644f,Griffin,Spalding County,NAPA Auto Parts,3de3f770-2eb7-4b9e-b773-6f0f3ac07c0a,Griffin,Spalding County,0.26
AutoZone,ce69e247-af96-43a8-8da7-b5d08b920d89,Decatur,DeKalb County,O'Reilly Auto Parts,5b1687ff-6962-4e17-bbc1-cc0bcb514b3e,Decatur,DeKalb County,0.26
AutoZone,04db7607-17a6-4472-ad53-f46a1f6bc8e9,Roswell,Fulton County,O'Reilly Auto Parts,3bcf3233-c31f-4de2-9c2c-37fa16a6cc89,Roswell,Fulton County,0.27
O'Reilly Auto Parts,3bcf3233-c31f-4de2-9c2c-37fa16a6cc89,Roswell,Fulton County,AutoZone,04db7607-17a6-4472-ad53-f46a1f6bc8e9,Roswell,Fulton County,0.27
AutoZone,3fd79c33-a8f1-4fb9-91a1-8b8590e3b87c,Marietta,Cobb County,Advance Auto Parts,bf76f96d-4a4d-4454-8ff2-750603bb29f1,Marietta,Cobb County,0.27
Advance Auto Parts,18e070bd-3f6e-48a9-ab22-48a9af934431,Newnan,Coweta County,AutoZone,9dff5c0f-d003-46e2-8583-57b24d7adf14,Newnan,Coweta County,0.28
O'Reilly Auto Parts,509e88d2-5b23-4509-9661-355574a35ce8,Bremen,Haralson County,Advance Auto Parts,7b7143e1-d9e7-47eb-9a52-f5f4582ab767,Bremen,Haralson County,0.28
Advance Auto Parts,7b7143e1-d9e7-47eb-9a52-f5f4582ab767,Bremen,Haralson County,O'Reilly Auto Parts,509e88d2-5b23-4509-9661-355574a35ce8,Bremen,Haralson County,0.28
AutoZone,6fa1ee7f-8423-4abd-8d77-42dffab8f028,Marietta,Cobb County,O'Reilly Auto Parts,ae990ec4-d453-4827-b213-4f5ba78030ee,Marietta,Cobb County,0.28
O'Reilly Auto Parts,ae990ec4-d453-4827-b213-4f5ba78030ee,Marietta,Cobb County,AutoZone,6fa1ee7f-8423-4abd-8d77-42dffab8f028,Marietta,Cobb County,0.28
O'Reilly Auto Parts,088b9bf5-1e95-4f33-840e-7cb8e5e9f7f0,Lilburn,Gwinnett County,Advance Auto Parts,a018a231-c031-418b-a937-c72810bea46d,Lilburn,Gwinnett County,0.29
