zcta_candidate,county_geoid,county_name,relationship_source,relationship_vintage
98271,53061,Snohomish County,Census 2020 ZCTA5 County relationship file,2020
98272,53061,Snohomish County,Census 2020 ZCTA5 County relationship file,2020
98273,53057,Skagit County,Census 2020 ZCTA5 County relationship file,2020
98275,53061,Snohomish County,Census 2020 ZCTA5 County relationship file,2020
98277,53029,Island County,Census 2020 ZCTA5 County relationship file,2020
98278,53029,Island County,Census 2020 ZCTA5 County relationship file,2020
98284,53057,Skagit County,Census 2020 ZCTA5 County relationship file,2020
98290,53061,Snohomish County,Census 2020 ZCTA5 County relationship file,2020
98292,53061,Snohomish County,Census 2020 ZCTA5 County relationship file,2020
98294,53061,Snohomish County,Census 2020 ZCTA5 County relationship file,2020
98296,53061,Snohomish County,Census 2020 ZCTA5 County relationship file,2020
98310,53035,Kitsap County,Census 2020 ZCTA5 County relationship file,2020
98311,53035,Kitsap County,Census 2020 ZCTA5 County relationship file,2020
98312,53035,Kitsap County,Census 2020 ZCTA5 County relationship file,2020
98315,53035,Kitsap County,Census 2020 ZCTA5 County relationship file,2020
98321,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98327,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98329,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98332,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98335,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98338,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98346,53035,Kitsap County,Census 2020 ZCTA5 County relationship file,2020
98354,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98360,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98362,53009,Clallam County,Census 2020 ZCTA5 County relationship file,2020
98366,53035,Kitsap County,Census 2020 ZCTA5 County relationship file,2020
98367,53035,Kitsap County,Census 2020 ZCTA5 County relationship file,2020
98368,53031,Jefferson County,Census 2020 ZCTA5 County relationship file,2020
98370,53035,Kitsap County,Census 2020 ZCTA5 County relationship file,2020
98371,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98372,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98373,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98374,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98375,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98382,53009,Clallam County,Census 2020 ZCTA5 County relationship file,2020
98383,53035,Kitsap County,Census 2020 ZCTA5 County relationship file,2020
98387,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98390,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98391,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98402,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98404,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98405,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98406,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98407,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98408,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98409,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98424,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98433,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98438,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98444,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98446,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98466,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98498,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98499,53053,Pierce County,Census 2020 ZCTA5 County relationship file,2020
98501,53067,Thurston County,Census 2020 ZCTA5 County relationship file,2020
98502,53067,Thurston County,Census 2020 ZCTA5 County relationship file,2020
98503,53067,Thurston County,Census 2020 ZCTA5 County relationship file,2020
98512,53067,Thurston County,Census 2020 ZCTA5 County relationship file,2020
98513,53067,Thurston County,Census 2020 ZCTA5 County relationship file,2020
98516,53067,Thurston County,Census 2020 ZCTA5 County relationship file,2020
98520,53027,Grays Harbor County,Census 2020 ZCTA5 County relationship file,2020
98528,53045,Mason County,Census 2020 ZCTA5 County relationship file,2020
98531,53041,Lewis County,Census 2020 ZCTA5 County relationship file,2020
98532,53041,Lewis County,Census 2020 ZCTA5 County relationship file,2020
98541,53027,Grays Harbor County,Census 2020 ZCTA5 County relationship file,2020
98550,53027,Grays Harbor County,Census 2020 ZCTA5 County relationship file,2020
98569,53027,Grays Harbor County,Census 2020 ZCTA5 County relationship file,2020
98577,53049,Pacific County,Census 2020 ZCTA5 County relationship file,2020
98579,53067,Thurston County,Census 2020 ZCTA5 County relationship file,2020
98584,53045,Mason County,Census 2020 ZCTA5 County relationship file,2020
98597,53067,Thurston County,Census 2020 ZCTA5 County relationship file,2020
98604,53011,Clark County,Census 2020 ZCTA5 County relationship file,2020
98607,53011,Clark County,Census 2020 ZCTA5 County relationship file,2020
98611,53015,Cowlitz County,Census 2020 ZCTA5 County relationship file,2020
98620,53039,Klickitat County,Census 2020 ZCTA5 County relationship file,2020
98626,53015,Cowlitz County,Census 2020 ZCTA5 County relationship file,2020
98631,53049,Pacific County,Census 2020 ZCTA5 County relationship file,2020
98632,53015,Cowlitz County,Census 2020 ZCTA5 County relationship file,2020
98642,53011,Clark County,Census 2020 ZCTA5 County relationship file,2020
98661,53011,Clark County,Census 2020 ZCTA5 County relationship file,2020
98662,53011,Clark County,Census 2020 ZCTA5 County relationship file,2020
98665,53011,Clark County,Census 2020 ZCTA5 County relationship file,2020
98674,53015,Cowlitz County,Census 2020 ZCTA5 County relationship file,2020
98682,53011,Clark County,Census 2020 ZCTA5 County relationship file,2020
98683,53011,Clark County,Census 2020 ZCTA5 County relationship file,2020
98684,53011,Clark County,Census 2020 ZCTA5 County relationship file,2020
98686,53011,Clark County,Census 2020 ZCTA5 County relationship file,2020
98801,53007,Chelan County,Census 2020 ZCTA5 County relationship file,2020
98802,53017,Douglas County,Census 2020 ZCTA5 County relationship file,2020
98812,53047,Okanogan County,Census 2020 ZCTA5 County relationship file,2020
98823,53025,Grant County,Census 2020 ZCTA5 County relationship file,2020
98826,53007,Chelan County,Census 2020 ZCTA5 County relationship file,2020
98837,53025,Grant County,Census 2020 ZCTA5 County relationship file,2020
98841,53047,Okanogan County,Census 2020 ZCTA5 County relationship file,2020
98848,53025,Grant County,Census 2020 ZCTA5 County relationship file,2020
98901,53077,Yakima County,Census 2020 ZCTA5 County relationship file,2020
98902,53077,Yakima County,Census 2020 ZCTA5 County relationship file,2020
98903,53077,Yakima County,Census 2020 ZCTA5 County relationship file,2020
98908,53077,Yakima County,Census 2020 ZCTA5 County relationship file,2020
98922,53037,Kittitas County,Census 2020 ZCTA5 County relationship file,2020
98926,53037,Kittitas County,Census 2020 ZCTA5 County relationship file,2020
98930,53077,Yakima County,Census 2020 ZCTA5 County relationship file,2020
98942,53077,Yakima County,Census 2020 ZCTA5 County relationship file,2020
98944,53005,Benton County,Census 2020 ZCTA5 County relationship file,2020
98948,53077,Yakima County,Census 2020 ZCTA5 County relationship file,2020
98951,53077,Yakima County,Census 2020 ZCTA5 County relationship file,2020
98953,53077,Yakima County,Census 2020 ZCTA5 County relationship file,2020
99001,53063,Spokane County,Census 2020 ZCTA5 County relationship file,2020
99004,53063,Spokane County,Census 2020 ZCTA5 County relationship file,2020
99006,53063,Spokane County,Census 2020 ZCTA5 County relationship file,2020
99011,53063,Spokane County,Census 2020 ZCTA5 County relationship file,2020
99016,53063,Spokane County,Census 2020 ZCTA5 County relationship file,2020
99019,53063,Spokane County,Census 2020 ZCTA5 County relationship file,2020
99021,53063,Spokane County,Census 2020 ZCTA5 County relationship file,2020
99037,53063,Spokane County,Census 2020 ZCTA5 County relationship file,2020
99114,53065,Stevens County,Census 2020 ZCTA5 County relationship file,2020
99156,53051,Pend Oreille County,Census 2020 ZCTA5 County relationship file,2020
99163,53075,Whitman County,Census 2020 ZCTA5 County relationship file,2020
99169,53001,Adams County,Census 2020 ZCTA5 County relationship file,2020
99201,53063,Spokane County,Census 2020 ZCTA5 County relationship file,2020
99202,53063,Spokane County,Census 2020 ZCTA5 County relationship file,2020
99205,53063,Spokane County,Census 2020 ZCTA5 County relationship file,2020
99206,53063,Spokane County,Census 2020 ZCTA5 County relationship file,2020
99207,53063,Spokane County,Census 2020 ZCTA5 County relationship file,2020
99208,53063,Spokane County,Census 2020 ZCTA5 County relationship file,2020
99212,53063,Spokane County,Census 2020 ZCTA5 County relationship file,2020
99216,53063,Spokane County,Census 2020 ZCTA5 County relationship file,2020
99218,53063,Spokane County,Census 2020 ZCTA5 County relationship file,2020
99223,53063,Spokane County,Census 2020 ZCTA5 County relationship file,2020
99224,53063,Spokane County,Census 2020 ZCTA5 County relationship file,2020
99301,53021,Franklin County,Census 2020 ZCTA5 County relationship file,2020
99324,53071,Walla Walla County,Census 2020 ZCTA5 County relationship file,2020
99336,53005,Benton County,Census 2020 ZCTA5 County relationship file,2020
99337,53005,Benton County,Census 2020 ZCTA5 County relationship file,2020
99338,53005,Benton County,Census 2020 ZCTA5 County relationship file,2020
99344,53001,Adams County,Census 2020 ZCTA5 County relationship file,2020
99350,53005,Benton County,Census 2020 ZCTA5 County relationship file,2020
99352,53005,Benton County,Census 2020 ZCTA5 County relationship file,2020
99354,53005,Benton County,Census 2020 ZCTA5 County relationship file,2020
99362,53071,Walla Walla County,Census 2020 ZCTA5 County relationship file,2020
99403,53003,Asotin County,Census 2020 ZCTA5 County relationship file,2020
