zcta_candidate,county_geoid,county_name,relationship_source,relationship_vintage
31791,13321,Worth County,Census 2020 ZCTA5 County relationship file,2020
31792,13275,Thomas County,Census 2020 ZCTA5 County relationship file,2020
31794,13277,Tift County,Census 2020 ZCTA5 County relationship file,2020
31816,13199,Meriwether County,Census 2020 ZCTA5 County relationship file,2020
31820,13215,Muscogee County,Census 2020 ZCTA5 County relationship file,2020
31901,13215,Muscogee County,Census 2020 ZCTA5 County relationship file,2020
31903,13215,Muscogee County,Census 2020 ZCTA5 County relationship file,2020
31904,13215,Muscogee County,Census 2020 ZCTA5 County relationship file,2020
31906,13215,Muscogee County,Census 2020 ZCTA5 County relationship file,2020
31907,13215,Muscogee County,Census 2020 ZCTA5 County relationship file,2020
31909,13215,Muscogee County,Census 2020 ZCTA5 County relationship file,2020
39819,13087,Decatur County,Census 2020 ZCTA5 County relationship file,2020
39823,13099,Early County,Census 2020 ZCTA5 County relationship file,2020
39828,13131,Grady County,Census 2020 ZCTA5 County relationship file,2020
39842,13273,Terrell County,Census 2020 ZCTA5 County relationship file,2020
39845,13253,Seminole County,Census 2020 ZCTA5 County relationship file,2020
