target_id,primary_city,evidence_item,source_name,source_url,source_date,observed_name,observed_address,latitude,longitude,inside_target_box,evidence_role,geocoder_source,review_note
national-post-office-wy-fairview-c3a3697e9e,Fairview,nearby_outside_gas_service,Way gas-station directory,https://www.way.com/gas/stations/fairview-wy,2026-08-16,Sinclair in Afton,1220 S Washington St Afton WY 83110,42.710203212949,-110.933486076549,no,nearby_outside_target_box,U.S. Census Geocoder,Way lists Sinclair in Afton as 2.8 miles from Fairview; Census geocoder places the address east of the Fairview scoped target box.
national-post-office-wy-fairview-c3a3697e9e,Fairview,nearby_outside_gas_service,Way gas-station directory,https://www.way.com/gas/stations/fairview-wy,2026-08-16,Maverik in Afton,391 Washington St Afton WY 83110,42.725691409421,-110.933395089619,no,nearby_outside_target_box,U.S. Census Geocoder,Way lists Maverik in Afton as 3.6 miles from Fairview; Census geocoder places the address just north/east of the Fairview scoped target box.
national-post-office-wy-grover-331d92f06e,Grover,nearby_outside_gas_service,Way gas-station directory,https://www.way.com/gas/stations/grover-wy,2026-08-16,Chevron in Afton,201 N Washington St Afton WY 83110,42.734074902986,-110.93315275212,no,nearby_outside_target_box,U.S. Census Geocoder,Way lists Chevron in Afton as 3.9 miles from Grover; Census geocoder places the address south of the Grover scoped target box.
national-post-office-wy-grover-331d92f06e,Grover,nearby_outside_gas_service,Way gas-station directory,https://www.way.com/gas/stations/grover-wy,2026-08-16,Maverik in Afton,391 Washington St Afton WY 83110,42.725691409421,-110.933395089619,no,nearby_outside_target_box,U.S. Census Geocoder,Way lists Maverik in Afton as 4.5 miles from Grover; Census geocoder places the address south of the Grover scoped target box.
national-post-office-wy-la-barge-5e857e318b,LA Barge,inside_box_gas_convenience_qsr,Sinclair station locator,https://stations.sinclairoil.com/wy/la-barge/292-n-alpine-dr,2026-08-16,Sinclair Gas Station La Barge,292 N Alpine Dr La Barge WY 83123,42.2656175,-110.1948937,yes,inside_box_everyday_service,Nominatim address geocode; Census address geocoder returned no match,"Sinclair locator lists a La Barge convenience-store station with fuel, ATM, and restaurant/quick-service signal; Nominatim address geocode falls inside the La Barge scoped target box."
national-post-office-wy-la-barge-5e857e318b,LA Barge,inside_box_gas_convenience_deli,Truck Stops and Services directory,https://www.truckstopsandservices.com/location_details.php?id=11863,2026-08-16,Dry Creek Station,292 N Alpine Dr La Barge WY 83123,42.2656175,-110.1948937,yes,inside_box_everyday_service,Nominatim address geocode; Census address geocoder returned no match,"Truck Stops and Services lists Dry Creek Station at 292 N Alpine Dr with convenience store, deli, fast food, diesel, propane, and related services; same address geocode falls inside the La Barge scoped target box."
national-post-office-wy-manville-d10b6af109,Manville,inside_box_gas_convenience_restaurant,Truck Stops and Services directory,https://www.truckstopsandservices.com/location_details.php?id=11853,2026-08-16,3 Sisters Truck Stop,11 Lance Creek Hwy Manville WY 82227,42.786233803146,-104.618136752563,yes,inside_box_everyday_service,U.S. Census Geocoder,"Truck Stops and Services lists 3 Sisters Truck Stop with ATM, convenience store, deli, restaurant, RV gasoline, showers, and truckers lounge; Census geocoder places 11 Lance Creek Hwy inside the Manville scoped target box."
national-post-office-wy-manville-d10b6af109,Manville,inside_box_food_service_corrob,Tripadvisor,https://www.tripadvisor.com/Restaurant_Review-g60515-d10461437-Reviews-3_Sisters_Restaurant-Manville_Wyoming.html,2026-08-16,3 Sisters Restaurant,1011 5th St Manville WY 82227,42.7753706,-104.6176419,yes,inside_box_food_service,Nominatim address geocode; Census address geocoder returned no match,Tripadvisor lists 3 Sisters Restaurant in Manville with restaurant hours and review context; Nominatim places 1011 5th St inside the Manville scoped target box.
national-post-office-wy-lance-creek-c289a27ccf,Lance Creek,nearby_outside_gas_convenience_restaurant,Way gas-station directory,https://www.way.com/gas/stations/lance-creek-wy,2026-08-16,3 Sisters in Manville,1011 5th St Manville WY 82227,42.7753706,-104.6176419,no,nearby_outside_target_box,Nominatim address geocode; Census address geocoder returned no match,Way lists 3 Sisters in Manville as a nearby gas station about 17.8 miles from Lance Creek; the Manville coordinate is south of the Lance Creek scoped target box.
national-post-office-wy-hillsdale-wy-82060-0af4b2594d,"Hillsdale, WY 82060",nearby_outside_gas_food_laundry,TravelCenters of America,https://www.ta-petro.com/location/wy/ta-cheyenne/,2026-08-16,TA Cheyenne,4000 I-80 Service Road Burns WY 82053,41.159631935412,-104.522379012701,no,nearby_outside_target_box,U.S. Census Geocoder,"TA lists the Burns/I-80 service-road location with fuel, food options, Country Pride, Burger King, Taco Bell, laundry/service context, and amenities; Census geocoder places it south/west of the Hillsdale scoped target box."
national-post-office-wy-osage-bcbd9997e3,Osage,nearby_outside_gas_convenience,Sinclair station locator,https://stations.sinclairoil.com/wy/new-castle/6-w-main-st,2026-08-16,Sinclair Gas Station New Castle,6 W Main St New Castle WY 82701,43.855621499719,-104.202132785799,no,nearby_outside_target_box,U.S. Census Geocoder,Sinclair locator lists a New Castle convenience-store fuel station with diesel and amenities; Census geocoder places the address south/east of the Osage scoped target box.
national-post-office-wy-osage-bcbd9997e3,Osage,nearby_outside_gas_convenience_food,Maverik locator,https://locations.maverik.com/wy/newcastle/500-west-main-street,2026-08-16,Maverik Store #458,500 W Main St Newcastle WY 82701,43.852857546749,-104.209047263067,no,nearby_outside_target_box,U.S. Census Geocoder,"Maverik locator lists store hours, fuel types, and fresh-made BonFire food at 500 W Main St; Census geocoder places the address south/east of the Osage scoped target box."
national-post-office-wy-postal-service-0292d86b85,Pavillion,nearby_outside_gas_convenience_food,Way gas-station directory,https://www.way.com/gas/stations/pavillion-wy,2026-08-16,Maverik in Riverton,1604 W Main St Riverton WY 82501,43.025110131048,-108.410658101028,no,nearby_outside_target_box,U.S. Census Geocoder,Way lists Maverik in Riverton as a nearby gas station for Pavillion; Census geocoder places the address southeast of the Pavillion scoped target box.
national-post-office-wy-postal-service-0292d86b85,Pavillion,nearby_outside_gas_convenience,Way gas-station directory,https://www.way.com/gas/stations/pavillion-wy,2026-08-16,Exxon / Good To Go Stores #206,2150 N Federal Blvd Riverton WY 82501,43.052341178135,-108.380579204868,no,nearby_outside_target_box,U.S. Census Geocoder,Way lists Exxon / Good To Go Stores #206 in Riverton as nearby Pavillion gas-service context; Census geocoder places the address outside the Pavillion scoped target box.
national-post-office-wy-postal-service-6f8bed97c6,Hanna,inside_box_grocery,Yellow Pages Hanna business directory,https://www.yellowpages.com/hanna-wy,2026-08-16,Hanna Grocery,1002 Jade Dr Hanna WY 82327,41.873003487652,-106.552720250737,yes,inside_box_everyday_service,U.S. Census Geocoder,Yellow Pages lists Hanna Grocery at 1002 Jade Dr; Census geocoder places the address inside the Hanna scoped target box.
national-post-office-wy-postal-service-6f8bed97c6,Hanna,inside_box_grocery_corrob,DCN / Smart Capital Network story,https://www.dcnteam.com/dcn/web.nsf/blog/blog-bringing-a-grocery-store-to-hanna,2026-08-16,Hanna Hometown Market,Hanna WY 82327,41.873003487652,-106.552720250737,yes,inside_box_everyday_service,Hanna Grocery Census geocode used as local grocery coordinate basis,DCN story describes Hanna Hometown Market as an operating grocery store/staple in Hanna; coordinate basis is the locally geocoded Hanna grocery address inside the scoped target box.
national-post-office-wy-postal-service-921796525a,Sinclair,inside_box_food_service,Town of Sinclair business directory,https://www.sinclairwyoming.com/business.php,2026-08-16,Su Casa Cafe / Restaurant,300 Lincoln Ave Sinclair WY 82334,41.7790218,-107.1061415,yes,inside_box_food_service,Nominatim Lincoln Avenue street geocode; Census address geocoder returned no match,Town of Sinclair business directory lists Su Casa Cafe/Restaurant as open daily at the town context/address; Lincoln Avenue geocode falls inside the Sinclair scoped target box.
national-post-office-wy-postal-service-921796525a,Sinclair,inside_box_gas_truckstop_context,Sinclair station locator,https://stations.sinclairoil.com/wy/sinclair/exit-221-%26-i-80,2026-08-16,Sinclair Gas Station / Truckstop,Exit #221 & I-80 Sinclair WY 82334,41.7790218,-107.1061415,yes,inside_box_everyday_service,Town-center Lincoln Avenue geocode used as conservative Sinclair inside-box coordinate basis; Census exit geocoder returned no match,"Sinclair locator lists a truckstop/fuel station at Exit #221 & I-80 in Sinclair; town coordinate basis is inside the scoped target box, but the exact exit coordinate should be treated as less precise than the Su Casa address row."
national-post-office-wy-postal-service-c5bdf32860,Baggs,inside_box_gas_convenience,Phillips 66 station locator,https://www.phillips66fuels.com/stations/wy/baggs/conoco-shepards-001rm00000umny5iak/,2026-08-16,Conoco Shepards,380 Penland St Baggs WY 82321,41.032617159299,-107.657957081847,yes,inside_box_everyday_service,U.S. Census Geocoder,"Phillips 66 locator lists Conoco Shepards with diesel, ATM, and convenience-store amenities at 380 Penland St; Census geocoder places the address inside the Baggs scoped target box."
national-post-office-wy-postal-service-c5bdf32860,Baggs,inside_box_food_service,The Cowboy Inn official site,https://thecowboyinn.com/,2026-08-16,The Cowboy Inn,210 Penland St Baggs WY 82321,41.0369630,-107.6576660,yes,inside_box_food_service,Nominatim Penland Street geocode; Census address geocoder returned no match,Cowboy Inn official site and lodging/restaurant context place the business at 210 Penland Street; street geocode falls inside the Baggs scoped target box.
national-post-office-wy-postal-service-e9a2086c00,Arvada,inside_box_food_drink_service,Arvada Bar Facebook page,https://www.facebook.com/ArvadaBar/,2026-08-16,Arvada Bar,14 Railway St Arvada WY 82831,44.653670683879,-106.130355966087,yes,inside_box_food_drink_service,U.S. Census Geocoder,"Facebook page snippet lists Arvada Bar at 14 Railway St; Census coordinate falls inside the Arvada scoped target box."
national-post-office-wy-postal-service-f8197738c3,Recluse,nearby_outside_gas_convenience,Sinclair station locator,https://stations.sinclairoil.com/wy/gillette/7508-state-highway-59-s,2026-08-16,Sinclair Gas Station Gillette,7508 State Highway 59 S Gillette WY 82718,43.75949246754,-105.475567773625,no,nearby_outside_target_box,U.S. Census Geocoder,"Gillette gas/convenience context geocodes outside the Recluse scoped target box; no current inside-box everyday-service contradiction was found in this batch."
national-post-office-wy-powder-river-3c5dfc647e,Powder River,historical_defunct_food_service_context,County 10 historical feature,https://county10.com/fill-er-up-milkshakes-beer-and-sizzlin-steaks-the-tumble-inn-and-romeo-and-juliets-powder-river/,2026-08-16,Tumble Inn / Romeo and Juliet's Cafe,Powder River WY,,,unknown,historical_defunct_service_context,not_geocoded_historical_context,"Historical Powder River restaurant/cafe context is treated as defunct context, not current inside-box everyday-service evidence."
national-post-office-wy-smoot-07fdf6cb68,Smoot,nearby_outside_gas_service,Way gas station directory,https://www.way.com/gas/stations/smoot-wy,2026-08-16,Sinclair Afton,1220 S Washington St Afton WY 83110,42.710203212949,-110.933486076549,no,nearby_outside_target_box,U.S. Census Geocoder,"Afton Sinclair gas-service context geocodes north of and outside the Smoot scoped target box."
national-post-office-wy-smoot-07fdf6cb68,Smoot,nearby_outside_gas_service,Way gas station directory,https://www.way.com/gas/stations/smoot-wy,2026-08-16,Maverik Afton,391 Washington St Afton WY 83110,42.725691409421,-110.933395089619,no,nearby_outside_target_box,U.S. Census Geocoder,"Afton Maverik gas-service context geocodes north of and outside the Smoot scoped target box."
national-post-office-wy-u-s-ccbdac0652,Leiter,inside_box_food_service,Travel Wyoming listing,https://travelwyoming.com/listing/leiter-bar-and-cafe/670/,2026-08-16,Leiter Bar and Cafe,4679 Hwy 14-16 E Leiter WY 82837,44.717886213454,-106.268664846514,yes,inside_box_food_service,U.S. Census Geocoder,"Travel Wyoming lists Leiter Bar and Cafe at the same highway address as the Leiter post office; Census coordinate falls inside the Leiter scoped target box."
national-post-office-wy-u-s-ccbdac0652,Leiter,inside_box_food_service,Leiter Bar and Cafe website,https://leiter-bar.ueniweb.com/,2026-08-16,Leiter Bar and Cafe,4679 US Hwy 14-16 E Leiter WY 82837,44.717886213454,-106.268664846514,yes,inside_box_food_service,U.S. Census Geocoder,"Business website corroborates Leiter Bar and Cafe as restaurant/bar service at 4679 US Hwy 14-16 E inside the Leiter scoped target box."
