target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
wa-min-postal-bingen,Bingen minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:7708219187,Ayutulense,,,Bingen,WA,,45.7145549,-121.465427,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:12993295046,Karma Kafe,,,Eastsound,WA,,48.696813,-122.9061585,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:5840527485,Ladybug Pizza,,68 North Beach Road,Eastsound,WA,,48.6946974,-122.9061894,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:14007606501,Lone Pine Larder,,18 Urner Street,Eastsound,WA,,48.6942085,-122.9041727,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:6061702626,Matia,,,Eastsound,WA,,48.6970598,-122.905403,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:632327928,Mijitas,,310 A Street,Eastsound,WA,,48.6965654,-122.9059883,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:5665108574,New Leaf Café,,,Eastsound,WA,,48.6946743,-122.9083452,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:1368598906,Olga Rising,,172 North Beach Road,Eastsound,WA,98245,48.6957737,-122.9061717,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:7929587044,The Dragonfly Coffee House,,254 North Beach Road,Eastsound,WA,98245,48.6964423,-122.9060582,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:7929587046,The Loft at Madrona,,,Eastsound,WA,,48.6943845,-122.906273,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:4469808719,The Madrona Bar & Grill,,,Eastsound,WA,,48.694212,-122.9062728,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:7924133188,The West Side Kitchen,,,Eastsound,WA,,48.6951415,-122.906651,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:5840210585,Wild Island,,18 Urner Street,Eastsound,WA,,48.6942079,-122.9041732,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:4773073330,Betina's,,,Eatonville,WA,,46.8661003,-122.2656141,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:181216164,Bruno's Family Restaurant and Bar,,204 Center Street East,Eatonville,WA,98328,46.8668153,-122.2646992,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:181216169,ChopStix,,311 Center Street East,Eatonville,WA,98328,46.8656973,-122.2627314,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:4773068960,Crusier's Cafe,,,Eatonville,WA,,46.8663165,-122.2657151,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:12714990392,Gypsy Wagon Espresso,,,Eatonville,WA,,46.868622,-122.265734,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:366358331,Happy Piggy,,212 Washington Avenue North,Eatonville,WA,98328,46.8702012,-122.2657389,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:858346971,Kelli's Coffees,,,Eatonville,WA,,46.8885751,-122.3014772,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:12714990399,Malibu Frozen Yogurt,,,Eatonville,WA,,46.8669648,-122.2665644,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:11014334650,Mile's Pizza Depot,,,Eatonville,WA,,46.8693574,-122.2662619,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:181216173,Puerto Vallarta,,320 Center Street East,Eatonville,WA,98328,46.866579,-122.2628,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:361082008,Shaken Bar Room & Bistro,,138 Mashell Avenue North,Eatonville,WA,98328,46.8690055,-122.2671069,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:7671096406,Subway,Subway,220 Center Street East,Eatonville,WA,98328,46.8665506,-122.263318,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:1916608844,The Pour House Grub & Pub,,119 Mashell Avenue,Eatonville,WA,,46.8681488,-122.2665807,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:11014334651,Yogi's Smokehouse,,,Eatonville,WA,,46.8661581,-122.2640552,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-forks,Forks minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:1122441584,A Shot In The Dark,,,Forks,WA,,47.9518952,-124.3851066,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-forks,Forks minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:4840570414,BBG Blakeslee's,,,Forks,WA,,47.9388931,-124.3896727,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-forks,Forks minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:691347415,Benelli’s Burger,,80 Calawah Way,Forks,WA,,47.9511928,-124.3845624,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-forks,Forks minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:10955899905,D&K BBQ,,275 North Forks Avenue,Forks,WA,98331,47.9540113,-124.3848445,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-forks,Forks minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:10078682961,Golden Gate,,111 South Forks Avenue,Forks,WA,,47.9496315,-124.3852199,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-forks,Forks minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:10078682962,Home Slice,,,Forks,WA,,47.9496264,-124.3856553,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-forks,Forks minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:1322746821,Longhouse Cafe,,100 Fern Hill Road,Forks,WA,98331,47.9423809,-124.3852107,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-forks,Forks minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:691120593,Mocha Motion,,260 South Forks Avenue,Forks,WA,,47.948427,-124.3857598,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-forks,Forks minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:10998576000,NW Coffee Bros,,,Forks,WA,,47.952317,-124.3856225,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-forks,Forks minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:11002119656,Outfitters Grind,,,Forks,WA,,47.941401,-124.3866968,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-forks,Forks minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:2427099928,Pacific Pizza,,,Forks,WA,,47.9424674,-124.3861061,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-forks,Forks minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:186901205,Plaza Jalisco,,,Forks,WA,,47.9513808,-124.3857314,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-forks,Forks minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:7231382049,Rainy Day Gourmet,,,Forks,WA,,47.9533631,-124.3851144,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-forks,Forks minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:2427084100,Subway,Subway,490 North Forks Avenue,Forks,WA,98331,47.9566541,-124.3880455,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-forks,Forks minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:691120119,Sully's,,,Forks,WA,,47.953262,-124.3858212,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-forks,Forks minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:186901201,The Place,,320 South Forks Avenue,Forks,WA,,47.9477819,-124.3856947,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-forks,Forks minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:13759000290,Yabes Food Truck,,251 North Forks Avenue,Forks,WA,98331-8652,47.9537832,-124.3850178,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:2459690188,Blue Water Bar & Grill,,7 Spring Street,Friday Harbor,WA,,48.5350842,-123.0153677,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:1415244462,Cattle Point BBQ,,65 Nichols Street,Friday Harbor,WA,98250,48.5333356,-123.0155337,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:4069240259,Cheesecake Cafe and Bakery,,,Friday Harbor,WA,,48.5352248,-123.0148434,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:7967102453,China Pearl,,51 Spring Street,Friday Harbor,WA,,48.5350305,-123.015452,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:2459691561,Churchhill,,,Friday Harbor,WA,,48.5339989,-123.0147153,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:2459691106,Coho,,,Friday Harbor,WA,,48.5335556,-123.0158946,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:13203711346,Crow's Nest Coffee,,127 Spring Street,Friday Harbor,WA,,48.5344966,-123.0161704,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:7929346277,Downriggers,,10 Front Street North,Friday Harbor,WA,98250,48.5357863,-123.0155753,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:1293275524,Ernie's Aviation Cafe,,744 Airport Cir Dr,Friday Harbor,WA,98250,48.5277117,-123.026245,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:1416394947,Friday Harbor Espresso,,565 Spring Street,Friday Harbor,WA,98250,48.5313698,-123.0218893,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:1374306139,Friday's Crabhouse,,,Friday Harbor,WA,,48.5349062,-123.014914,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:9738393428,Golden Triangle,,140 First Street South,Friday Harbor,WA,98250,48.5346222,-123.0155898,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:1414015826,Haley's Grill,,175 Spring Street,Friday Harbor,WA,98250,48.5340875,-123.0165961,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:439245318,Hungry Clam,,,Friday Harbor,WA,,48.5340948,-123.0154567,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:7967102454,Kung Fu Pizza,,,Friday Harbor,WA,,48.535009,-123.015486,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:1374306146,Market Chef,,,Friday Harbor,WA,,48.5338207,-123.015323,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:7929346278,Riptide Cafe,,103,Friday Harbor,WA,,48.5357912,-123.0153329,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:1415228985,Roy's Espresso,,,Friday Harbor,WA,,48.5332341,-123.0153214,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:439246649,Salty Fox Coffee,,85 Front Street,Friday Harbor,WA,,48.5347159,-123.0149076,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:4368767555,Tenth House,,275 A Street,Friday Harbor,WA,98250,48.533617,-123.0154256,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:6615232419,The Bait Shop,,175 Spring Street,Friday Harbor,WA,,48.534162,-123.0166854,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:4393863870,The Restaurant at Friday Harbor House,,,Friday Harbor,WA,,48.5357616,-123.016672,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:1415251830,Vic's drive in,,25 2nd Street,Friday Harbor,WA,,48.5351598,-123.0186818,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:2459691581,Vinny's Ristorante,,165 West Street,Friday Harbor,WA,,48.5354108,-123.016474,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-kettle-falls,Kettle Falls minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:922604309,Crandall Coffee Co.,,130 East 3rd Avenue,Kettle Falls,WA,,48.6105378,-118.0557275,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-kettle-falls,Kettle Falls minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:922604314,Food Service,,,Kettle Falls,WA,,48.6108249,-118.0526488,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,unnamed_food_service_anchor
wa-min-postal-kettle-falls,Kettle Falls minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:922758179,Kettle Pho Bistro,,430 Meyers Street,Kettle Falls,WA,,48.6095629,-118.0566006,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-kettle-falls,Kettle Falls minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:922758174,Kettle Pub & Grub,,480 Meyers Street,Kettle Falls,WA,,48.6090918,-118.0566096,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-kettle-falls,Kettle Falls minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:863660117,Little Gallea Restaurant,,345 West 3rd Avenue,Kettle Falls,WA,,48.6104415,-118.0598075,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-kettle-falls,Kettle Falls minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:922604311,Miss B's Haven,,250 East 3rd Avenue,Kettle Falls,WA,,48.6106875,-118.0540365,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-kettle-falls,Kettle Falls minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:863660115,Northern Ales Inc,,325 West 3rd Avenue,Kettle Falls,WA,,48.6099174,-118.059888,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-kettle-falls,Kettle Falls minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:2690509335,Sandy's Drive in,,1045 Highway 395,Kettle Falls,WA,,48.6098037,-118.089989,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-kettle-falls,Kettle Falls minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:922758168,Westside Pizza,,575 Meyers Street,Kettle Falls,WA,,48.6079808,-118.0557399,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:585965767,Beaver Tales Coffee,,602 Morris Street,La Conner,WA,98257,48.3919695,-122.4902342,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:9791429277,COA Mexican Eatery,,623 Morris Street,La Conner,WA,,48.3923591,-122.4890599,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:1433608142,Calico Cupboard Cafe and Bakery,,720 1st Street,La Conner,WA,98257,48.3892227,-122.498519,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:1066274288,Country Grounds Coffee,,720 Morris Street,La Conner,WA,98257,48.3920637,-122.4875226,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:5599312206,La Conner Seafood and Prime Rib House,,614 South First Street,La Conner,WA,98257,48.3900895,-122.4977257,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:585980041,La Conner Thai Garden,,508 Morris Street,La Conner,WA,98257,48.3920494,-122.4915207,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:5599319251,Moltobellow Ristorante,,513 South First Street,La Conner,WA,98257,48.3906102,-122.4969012,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:244000628,Nell Thorn Waterfront Bistro & Bar,,116 First Street,La Conner,WA,98257,48.3917299,-122.4967151,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:4852136053,Oyster & Thistle,,205 Washington Street,La Conner,WA,98257,48.3912945,-122.495127,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:9588863631,Pie Dive Bar,,512 South First Street,La Conner,WA,98257,48.3907929,-122.4970693,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:10691895579,Raven's Cup Coffee & Art Gallery,,106 South First Street A,La Conner,WA,98257,48.3919997,-122.4961359,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:5599314363,Reclamation Candle Company,,106 First Street A,La Conner,WA,98257,48.392,-122.4960613,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:8777627001,Retro Dinner,,313 Morris Street 4,La Conner,WA,98257,48.3923712,-122.4932633,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:4852136055,Santo Coyote Mexican Kitchen,,201 Morris Street,La Conner,WA,98257,48.3923379,-122.4947841,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
