target_id,primary_city,seed_facility_id,seed_facility_name,anchor_review_status,current_anchor_source_name,current_anchor_source_url,current_anchor_source_date,observed_current_facility_name,observed_current_facility_address,observed_current_facility_latitude,observed_current_facility_longitude,inside_target_box,evidence_summary,claim_boundary,next_action
national-post-office-wy-postal-service-0292d86b85,Postal Service,osm:way:1003833978,United States Postal Service,current_anchor_confirmed_inside_box,USPS locator,https://tools.usps.com/locations/details/1376987,2026-08-16,Pavillion Post Office,224 N Main St Pavillion WY 82523,43.245187896883,-108.690635237589,yes,USPS locator resolves the generic seed to a named current Post Office; Census geocoder coordinates place the observed address inside the scoped-frame target box.,Confirms current postal anchor only; everyday-service and postal-only status remain governed by sidecar and depth evidence.,Carry to alternate-source everyday-service depth review before any numerator or estimator treatment.
national-post-office-wy-postal-service-85770420d7,Postal Service,osm:way:1058960746,United States Postal Service,source_gated,,,,,,,,unknown,Initialized from scoped-frame sidecar postal_only_candidate queue; current USPS or equivalent postal-anchor source review has not been completed.,"Current-anchor queue only; not a confirmed current postal anchor, numerator row, denominator eligibility decision, or frequency claim.","Resolve current postal anchor from authoritative/current source, geocode observed address, and test target-box membership."
national-post-office-wy-postal-service-f8197738c3,Postal Service,osm:way:1189077269,United States Postal Service,current_anchor_confirmed_inside_box,USPS locator,https://tools.usps.com/locations/details/1378928,2026-08-16,Recluse Post Office,485 Recluse Rd Recluse WY 82725,44.740851848688,-105.708170043182,yes,USPS locator resolves the generic seed to a named current Post Office; Census geocoder coordinates place the observed address inside the scoped-frame target box.,Confirms current postal anchor only; everyday-service and postal-only status remain governed by sidecar and depth evidence.,Carry to alternate-source everyday-service depth review before any numerator or estimator treatment.
national-post-office-wy-postal-service-921796525a,Postal Service,osm:way:1202448261,United States Postal Service,current_anchor_confirmed_inside_box,USPS locator + Geofabrik seed coordinate,https://tools.usps.com/find-location.htm?location=1381733,2026-08-16,Sinclair Post Office,100 N 5th St Sinclair WY 82334,41.7794496,-107.1163031,yes,"USPS locator lists the current Post Office address; Census address geocoding did not resolve, so target-box membership uses the corresponding Geofabrik post-office seed coordinate inside the scoped-frame target box.",Confirms current postal-anchor continuity for the bounded target box only; everyday-service and postal-only status remain governed by sidecar and depth evidence.,Carry to alternate-source everyday-service depth review before any numerator or estimator treatment.
national-post-office-wy-postal-service-c5bdf32860,Postal Service,osm:way:1236873366,United States Postal Service,current_anchor_confirmed_inside_box,USPS locator,https://tools.usps.com/locations/details/1353857,2026-08-16,Baggs Post Office,55 S Penland St Baggs WY 82321,41.035551848751,-107.657815853588,yes,USPS locator resolves the generic seed to a named current Post Office; Census geocoder coordinates place the observed address inside the scoped-frame target box.,Confirms current postal anchor only; everyday-service and postal-only status remain governed by sidecar and depth evidence.,Carry to alternate-source everyday-service depth review before any numerator or estimator treatment.
national-post-office-wy-postal-service-e9a2086c00,Postal Service,osm:way:497969447,United States Postal Service,current_anchor_confirmed_inside_box,USPS locator,https://tools.usps.com/find-location.htm?location=1353433,2026-08-16,Arvada Post Office,25 Atoka St Arvada WY 82831,44.652481340202,-106.130997400553,yes,USPS locator resolves the generic seed to a named current Post Office; Census geocoder coordinates place the observed address inside the scoped-frame target box.,Confirms current postal anchor only; everyday-service and postal-only status remain governed by sidecar and depth evidence.,Carry to alternate-source everyday-service depth review before any numerator or estimator treatment.
national-post-office-wy-postal-service-6f8bed97c6,Postal Service,osm:way:751793150,United States Postal Service,current_anchor_confirmed_inside_box,USPS locator,https://tools.usps.com/locations/details/1366144,2026-08-16,Hanna Post Office,1001 Jade Dr Hanna WY 82327,41.872873071699,-106.552810047329,yes,USPS locator resolves the generic seed to a named current Post Office; Census geocoder coordinates place the observed address inside the scoped-frame target box.,Confirms current postal anchor only; everyday-service and postal-only status remain governed by sidecar and depth evidence.,Carry to alternate-source everyday-service depth review before any numerator or estimator treatment.
national-post-office-wy-powder-river-3c5dfc647e,Powder River,osm:way:288835046,Powder River Post Office,current_anchor_confirmed_inside_box,USPS locator,https://tools.usps.com/find-location.htm?location=1378269,2026-08-16,Powder River Post Office,35304 W Highway 20 26 Powder River WY 82648,43.032092332715,-106.998160738152,yes,USPS locator lists the current Post Office address; Census geocoder coordinates place the observed address inside the scoped-frame target box.,Confirms current postal anchor only; everyday-service and postal-only status remain governed by sidecar and depth evidence.,Carry to alternate-source everyday-service depth review before any numerator or estimator treatment.
national-post-office-wy-smoot-07fdf6cb68,Smoot,osm:node:9065029880,Smoot Post Office,current_anchor_confirmed_inside_box,USPS locator,https://tools.usps.com/locations/home.htm?location=1381914,2026-08-16,Smoot Post Office,77693 US Highway 89 Smoot WY 83126,42.620199250783,-110.913971139468,yes,USPS locator lists the current Post Office address; Census geocoder coordinates place the observed address inside the scoped-frame target box.,Confirms current postal anchor only; everyday-service and postal-only status remain governed by sidecar and depth evidence.,Carry to alternate-source everyday-service depth review before any numerator or estimator treatment.
national-post-office-wy-u-s-ccbdac0652,U.S.,osm:node:4895531790,U.S. Post Office,current_anchor_confirmed_inside_box,USPS locator,https://tools.usps.com/find-location.htm?location=1370172,2026-08-16,Leiter Post Office,4679 US Highway 14-16 E Leiter WY 82837,44.717886213454,-106.268664846514,yes,USPS locator resolves the generic seed to a named current Post Office; Census geocoder coordinates place the observed address inside the scoped-frame target box.,Confirms current postal anchor only; everyday-service and postal-only status remain governed by sidecar and depth evidence.,Carry to alternate-source everyday-service depth review before any numerator or estimator treatment.
